Year;Country;Region;Energy type;Energy consumption (KWh);Energy consumption (MWh);Energy consumption (TWh);Sector;;
2020;France;Occitanie;Electricity;32826000;32826;0.032826;Households;;
2020;France;Occitanie;Electricity;25894399;25894;0.025894399;Households;;
2020;France;Grand Est;Electricity;127000;127;0.000127;Industry;;
2020;France;Grand Est;Electricity;105000;105;0.000105;Industry;;
2020;France;Grand Est;Electricity;52977000;52977;0.052977;Industry;;
2020;France;Grand Est;Electricity;1933000;1933;0.001933;Industry;;
2020;France;Grand Est;Electricity;330000;330;0.00033;Services;;
2020;France;Grand Est;Electricity;3261000;3261;0.003261;Services;;
2020;France;Grand Est;Electricity;397000;397;0.000397;Services;;
2020;France;Grand Est;Electricity;1023000;1023;0.001023;Services;;
2020;France;Grand Est;Electricity;293000;293;0.000293;Services;;
2020;France;Grand Est;Electricity;432000;432;0.000432;Services;;
2020;France;Grand Est;Electricity;263000;263;0.000263;Services;;
2020;France;Grand Est;Electricity;162000;162;0.000162;Services;;
2020;France;Grand Est;Electricity;286000;286;0.000286;Services;;
2020;France;Grand Est;Electricity;22005000;22005;0.022005;Households;;
2020;France;Centre-Val de Loire;Electricity;74125558;74126;0.074125558;Households;;
2020;France;Pays de la Loire;Electricity;53300;53;5.33E-5;Agriculture;;
2020;France;Pays de la Loire;Electricity;67270;67;6.727E-5;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;80198;80;8.0198E-5;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;356697;357;0.000356697;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;2139239;2139;0.002139239;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;127908595;127909;0.127908595;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;14897465;14897;0.014897465;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;6738908;6739;0.006738908;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;27602150;27602;0.02760215;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;1870383;1870;0.001870383;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;2238357;2238;0.002238357;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;5238843;5239;0.005238843;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;1619925;1620;0.001619925;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;286151;286;0.000286151;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;4919390;4919;0.00491939;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;34130862;34131;0.034130862;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;6351389;6351;0.006351389;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;4042589;4043;0.004042589;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;712207;712;0.000712207;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;492572;493;0.000492572;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;330278;330;0.000330278;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;23598694;23599;0.023598694;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;5195353;5195;0.005195353;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;4914037;4914;0.004914037;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;17298583;17299;0.017298583;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;712725;713;0.000712725;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;1117320;1117;0.00111732;Services;;
2020;France;Occitanie;Electricity;15800000;15800;0.0158;Households;;
2020;France;Auvergne-Rhône-Alpes;Electricity;58533;59;5.8533E-5;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;2261551;2262;0.002261551;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;11805451;11805;0.011805451;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;9149014;9149;0.009149014;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;316921;317;0.000316921;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;843633;844;0.000843633;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;9496981;9497;0.009496981;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;5828244;5828;0.005828244;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;8763057;8763;0.008763057;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;2255982;2256;0.002255982;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;8115;8;8.115E-6;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;27575146;27575;0.027575146;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;7816826;7817;0.007816826;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;2016342;2016;0.002016342;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;2499411;2499;0.002499411;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;73003524;73004;0.073003524;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;319562675;319563;0.319562675;Households;;
2020;France;Provence-Alpes-Côte d'Azur;Electricity;587000;587;0.000587;Agriculture;;
2020;France;Provence-Alpes-Côte d'Azur;Electricity;4548000;4548;0.004548;Services;;
2020;France;Provence-Alpes-Côte d'Azur;Electricity;16131000;16131;0.016131;Households;;
2020;France;Auvergne-Rhône-Alpes;Electricity;11800000;11800;0.0118;Services;;
2020;France;Provence-Alpes-Côte d'Azur;Electricity;8109000;8109;0.008109;Households;;
2020;France;Occitanie;Electricity;2632000;2632;0.002632;Households;;
2020;France;Occitanie;Electricity;94000;94;9.4E-5;Services;;
2020;France;Occitanie;Electricity;1655000;1655;0.001655;Households;;
2020;France;Auvergne-Rhône-Alpes;Electricity;91543000;91543;0.091543;Households;;
2020;France;Auvergne-Rhône-Alpes;Electricity;415000;415;0.000415;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;959000;959;0.000959;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;2924000;2924;0.002924;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;245000;245;0.000245;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;1690000;1690;0.00169;Households;;
2020;France;Occitanie;Electricity;81000;81;8.1E-5;Industry;;
2020;France;Occitanie;Electricity;1334000;1334;0.001334;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;52000;52;5.2E-5;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;25000;25;2.5E-5;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;108000;108;0.000108;Industry;;
2020;France;Hauts-de-France;Electricity;101000;101;0.000101;Services;;
2020;France;Occitanie;Electricity;968000;968;0.000968;Services;;
2020;France;Occitanie;Electricity;848000;848;0.000848;Households;;
2020;France;Occitanie;Electricity;596000;596;0.000596;Services;;
2020;France;Occitanie;Electricity;2757000;2757;0.002757;Households;;
2020;France;Auvergne-Rhône-Alpes;Electricity;54663000;54663;0.054663;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;9954000;9954;0.009954;Households;;
2020;France;Nouvelle-Aquitaine;Electricity;6000;6;6.0E-6;Agriculture;;
2020;France;Nouvelle-Aquitaine;Electricity;31000;31;3.1E-5;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;6563000;6563;0.006563;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;44000;44;4.4E-5;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;126000;126;0.000126;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;8000;8;8.0E-6;Services;;
2020;France;Occitanie;Electricity;1111000;1111;0.001111;Services;;
2020;France;Occitanie;Electricity;664000;664;0.000664;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;3641000;3641;0.003641;Households;;
2020;France;Hauts-de-France;Electricity;10813701;10814;0.010813701;Services;;
2020;France;Hauts-de-France;Electricity;48095749;48096;0.048095749;Households;;
2020;France;Occitanie;Electricity;86000;86;8.6E-5;Agriculture;;
2020;France;Occitanie;Electricity;11586000;11586;0.011586;Households;;
2020;France;Occitanie;Electricity;679000;679;0.000679;Services;;
2020;France;Bourgogne-Franche-Comté;Electricity;7603000;7603;0.007603;Households;;
2020;France;Occitanie;Electricity;876000;876;0.000876;Agriculture;;
2020;France;Occitanie;Electricity;4875000;4875;0.004875;Industry;;
2020;France;Occitanie;Electricity;930000;930;0.00093;Industry;;
2020;France;Occitanie;Electricity;6368000;6368;0.006368;Services;;
2020;France;Occitanie;Electricity;4587000;4587;0.004587;Services;;
2020;France;Occitanie;Electricity;1648000;1648;0.001648;Households;;
2020;France;Grand Est;Electricity;14466138;14466;0.014466138;Households;;
2020;France;Grand Est;Electricity;406084;406;0.000406084;Industry;;
2020;France;Grand Est;Electricity;1777322;1777;0.001777322;Services;;
2020;France;Grand Est;Electricity;895835;896;0.000895835;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;15920428;15920;0.015920428;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;36218788;36219;0.036218788;Households;;
2020;France;Auvergne-Rhône-Alpes;Electricity;23558022;23558;0.023558022;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;56279853;56280;0.056279853;Households;;
2020;France;Auvergne-Rhône-Alpes;Electricity;2529000;2529;0.002529;Households;;
2020;France;Auvergne-Rhône-Alpes;Electricity;1754056;1754;0.001754056;Agriculture;;
2020;France;Occitanie;Electricity;112000;112;0.000112;Services;;
2020;France;Occitanie;Electricity;296000;296;0.000296;Services;;
2020;France;Île-de-France;Electricity;180023057;180023;0.180023057;Industry;;
2020;France;Île-de-France;Electricity;285701394;285701;0.285701394;Industry;;
2020;France;Île-de-France;Electricity;60564191;60564;0.060564191;Industry;;
2020;France;Île-de-France;Electricity;719124324;719124;0.719124324;Industry;;
2020;France;Île-de-France;Electricity;169215971;169216;0.169215971;Industry;;
2020;France;Île-de-France;Electricity;158983014;158983;0.158983014;Industry;;
2020;France;Île-de-France;Electricity;188054490;188054;0.18805449;Industry;;
2020;France;Île-de-France;Electricity;116940252;116940;0.116940252;Services;;
2020;France;Île-de-France;Electricity;23907052;23907;0.023907052;Services;;
2020;France;Centre-Val de Loire;Electricity;50742109;50742;0.050742109;Industry;;
2020;France;Centre-Val de Loire;Electricity;195926372;195926;0.195926372;Industry;;
2020;France;Centre-Val de Loire;Electricity;61753533;61754;0.061753533;Services;;
2020;France;Centre-Val de Loire;Electricity;355895625;355896;0.355895625;Services;;
2020;France;Centre-Val de Loire;Electricity;25140892;25141;0.025140892;Services;;
2020;France;Bourgogne-Franche-Comté;Electricity;8317094;8317;0.008317094;Industry;;
2020;France;Bourgogne-Franche-Comté;Electricity;848417205;848417;0.848417205;Industry;;
2020;France;Bourgogne-Franche-Comté;Electricity;37522248;37522;0.037522248;Services;;
2020;France;Normandie;Electricity;84446827;84447;0.084446827;Industry;;
2020;France;Normandie;Electricity;600914828;600915;0.600914828;Industry;;
2020;France;Normandie;Electricity;7;0;7.0E-9;Industry;;
2020;France;Normandie;Electricity;101040594;101041;0.101040594;Services;;
2020;France;Normandie;Electricity;2647930;2648;0.00264793;Services;;
2020;France;Normandie;Electricity;50317089;50317;0.050317089;Services;;
2020;France;Normandie;Electricity;18422575;18423;0.018422575;Services;;
2020;France;Hauts-de-France;Electricity;254369752;254370;0.254369752;Industry;;
2020;France;Hauts-de-France;Electricity;267856155;267856;0.267856155;Industry;;
2020;France;Hauts-de-France;Electricity;2210441;2210;0.002210441;Industry;;
2020;France;Hauts-de-France;Electricity;28362020;28362;0.02836202;Industry;;
2020;France;Hauts-de-France;Electricity;972957531;972958;0.972957531;Services;;
2020;France;Hauts-de-France;Electricity;78778925;78779;0.078778925;Services;;
2020;France;Grand Est;Electricity;157255313;157255;0.157255313;Industry;;
2020;France;Grand Est;Electricity;1574201385;1574201;1.574201385;Industry;;
2020;France;Grand Est;Electricity;30447303;30447;0.030447303;Industry;;
2020;France;Grand Est;Electricity;376702668;376703;0.376702668;Industry;;
2020;France;Grand Est;Electricity;26186001;26186;0.026186001;Industry;;
2020;France;Pays de la Loire;Electricity;114029470;114029;0.11402947;Industry;;
2020;France;Pays de la Loire;Electricity;117498520;117499;0.11749852;Industry;;
2020;France;Pays de la Loire;Electricity;48702071;48702;0.048702071;Industry;;
2020;France;Bretagne;Electricity;68039395;68039;0.068039395;Industry;;
2020;France;Bretagne;Electricity;134443517;134444;0.134443517;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;55856049;55856;0.055856049;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;7597395;7597;0.007597395;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;67037407;67037;0.067037407;Industry;;
2020;France;Occitanie;Electricity;38223004;38223;0.038223004;Industry;;
2020;France;Occitanie;Electricity;35915317;35915;0.035915317;Industry;;
2020;France;Occitanie;Electricity;273730642;273731;0.273730642;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;2387857276;2387857;2.387857276;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;260598471;260598;0.260598471;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;769030740;769031;0.76903074;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;32491314;32491;0.032491314;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;18412732;18413;0.018412732;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;33642292;33642;0.033642292;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;4402916;4403;0.004402916;Services;;
2020;France;Provence-Alpes-Côte d'Azur;Electricity;662455947;662456;0.662455947;Industry;;
2020;France;Provence-Alpes-Côte d'Azur;Electricity;5902826;5903;0.005902826;Services;;
2020;France;Provence-Alpes-Côte d'Azur;Electricity;1633835;1634;0.001633835;Services;;
2020;France;Grand Est;Electricity;41785063;41785;0.041785063;Industry;;
2020;France;Auvergne-Rhône-Alpes;Electricity;6216011;6216;0.006216011;Households;;
2020;France;Hauts-de-France;Electricity;307000;307;0.000307;Industry;;
2020;France;Hauts-de-France;Electricity;3750000;3750;0.00375;Households;;
2020;France;Hauts-de-France;Electricity;53166000;53166;0.053166;Agriculture;;
2020;France;Hauts-de-France;Electricity;133000;133;0.000133;Industry;;
2020;France;Hauts-de-France;Electricity;28046000;28046;0.028046;Industry;;
2020;France;Hauts-de-France;Electricity;106000;106;0.000106;Industry;;
2020;France;Hauts-de-France;Electricity;115000;115;0.000115;Industry;;
2020;France;Hauts-de-France;Electricity;1241000;1241;0.001241;Industry;;
2020;France;Hauts-de-France;Electricity;1650000;1650;0.00165;Services;;
2020;France;Hauts-de-France;Electricity;4412000;4412;0.004412;Services;;
2020;France;Hauts-de-France;Electricity;605000;605;0.000605;Services;;
2020;France;Hauts-de-France;Electricity;291000;291;0.000291;Services;;
2020;France;Hauts-de-France;Electricity;61000;61;6.1E-5;Services;;
2020;France;Hauts-de-France;Electricity;137000;137;0.000137;Services;;
2020;France;Hauts-de-France;Electricity;79000;79;7.9E-5;Services;;
2020;France;Hauts-de-France;Electricity;282000;282;0.000282;Services;;
2020;France;Île-de-France;Electricity;62091573;62092;0.062091573;Households;;
2020;France;Grand Est;Electricity;26278000;26278;0.026278;Households;;
2020;France;Hauts-de-France;Electricity;67000;67;6.7E-5;Agriculture;;
2020;France;Hauts-de-France;Electricity;6396000;6396;0.006396;Industry;;
2020;France;Hauts-de-France;Electricity;15742000;15742;0.015742;Industry;;
2020;France;Hauts-de-France;Electricity;10021000;10021;0.010021;Industry;;
2020;France;Hauts-de-France;Electricity;42637000;42637;0.042637;Industry;;
2020;France;Hauts-de-France;Electricity;3559000;3559;0.003559;Industry;;
2020;France;Hauts-de-France;Electricity;889000;889;0.000889;Industry;;
2020;France;Hauts-de-France;Electricity;7825000;7825;0.007825;Industry;;
2020;France;Hauts-de-France;Electricity;3482000;3482;0.003482;Industry;;
2020;France;Hauts-de-France;Electricity;3230000;3230;0.00323;Services;;
2020;France;Hauts-de-France;Electricity;24959000;24959;0.024959;Services;;
2020;France;Hauts-de-France;Electricity;585000;585;0.000585;Services;;
2020;France;Hauts-de-France;Electricity;486000;486;0.000486;Services;;
2020;France;Hauts-de-France;Electricity;39000;39;3.9E-5;Services;;
2020;France;Hauts-de-France;Electricity;69000;69;6.9E-5;Services;;
2020;France;Hauts-de-France;Electricity;256000;256;0.000256;Services;;
2020;France;Hauts-de-France;Electricity;41000;41;4.1E-5;Services;;
2020;France;Hauts-de-France;Electricity;1089000;1089;0.001089;Services;;
2020;France;Hauts-de-France;Electricity;27000;27;2.7E-5;Services;;
2020;France;Hauts-de-France;Electricity;2444000;2444;0.002444;Services;;
2020;France;Hauts-de-France;Electricity;559000;559;0.000559;Services;;
2020;France;Hauts-de-France;Electricity;265000;265;0.000265;Services;;
2020;France;Hauts-de-France;Electricity;88000;88;8.8E-5;Services;;
2020;France;Hauts-de-France;Electricity;426280000;426280;0.42628;Households;;
2020;France;Centre-Val de Loire;Electricity;6562000;6562;0.006562;Industry;;
2020;France;Centre-Val de Loire;Electricity;2864000;2864;0.002864;Industry;;
2020;France;Centre-Val de Loire;Electricity;301000;301;0.000301;Industry;;
2020;France;Centre-Val de Loire;Electricity;266000;266;0.000266;Industry;;
2020;France;Centre-Val de Loire;Electricity;364000;364;0.000364;Industry;;
2020;France;Centre-Val de Loire;Electricity;888000;888;0.000888;Services;;
2020;France;Centre-Val de Loire;Electricity;192000;192;0.000192;Services;;
2020;France;Centre-Val de Loire;Electricity;239000;239;0.000239;Services;;
2020;France;Centre-Val de Loire;Electricity;4997000;4997;0.004997;Services;;
2020;France;Centre-Val de Loire;Electricity;175000;175;0.000175;Services;;
2020;France;Centre-Val de Loire;Electricity;862000;862;0.000862;Services;;
2020;France;Centre-Val de Loire;Electricity;185000;185;0.000185;Services;;
2020;France;Centre-Val de Loire;Electricity;1112000;1112;0.001112;Services;;
2020;France;Centre-Val de Loire;Electricity;745000;745;0.000745;Services;;
2020;France;Centre-Val de Loire;Electricity;83000;83;8.3E-5;Services;;
2020;France;Centre-Val de Loire;Electricity;15550000;15550;0.01555;Services;;
2020;France;Auvergne-Rhône-Alpes;Electricity;38715000;38715;0.038715;Households;;
2020;France;Pays de la Loire;Electricity;30000;30;3.0E-5;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;351000;351;0.000351;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;5409000;5409;0.005409;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;314000;314;0.000314;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;658000;658;0.000658;Industry;;
2020;France;Nouvelle-Aquitaine;Electricity;16111000;16111;0.016111;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;27887000;27887;0.027887;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;8214000;8214;0.008214;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;3065000;3065;0.003065;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;255000;255;0.000255;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;429000;429;0.000429;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;4510000;4510;0.00451;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;70000;70;7.0E-5;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;343000;343;0.000343;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;77000;77;7.7E-5;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;3310000;3310;0.00331;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;11180000;11180;0.01118;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;39000;39;3.9E-5;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;969000;969;0.000969;Services;;
2020;France;Nouvelle-Aquitaine;Electricity;169000;169;0.000169;Services;;
2020;France;Grand Est;Electricity;23040000;23040;0.02304;Agriculture;;
2020;France;Grand Est;Electricity;635375000;635375;0.635375;Industry;;
2020;France;Grand Est;Electricity;111319000;111319;0.111319;Industry;;
2020;France;Grand Est;Electricity;150000;150;0.00015;Industry;;
2020;France;Grand Est;Electricity;49391000;49391;0.049391;Industry;;
2020;France;Grand Est;Electricity;19051000;19051;0.019051;Industry;;
2020;France;Grand Est;Electricity;76430000;76430;0.07643;Industry;;
2020;France;Grand Est;Electricity;117778000;117778;0.117778;Industry;;
2020;France;Grand Est;Electricity;27143000;27143;0.027143;Industry;;
2020;France;Grand Est;Electricity;23313000;23313;0.023313;Industry;;
2020;France;Grand Est;Electricity;7853000;7853;0.007853;Industry;;
2020;France;Grand Est;Electricity;3060000;3060;0.00306;Industry;;
2020;France;Grand Est;Electricity;15537000;15537;0.015537;Industry;;
2020;France;Grand Est;Electricity;20857000;20857;0.020857;Industry;;
2020;France;Grand Est;Electricity;45992000;45992;0.045992;Services;;
2020;France;Grand Est;Electricity;64485000;64485;0.064485;Services;;
2020;France;Grand Est;Electricity;182201000;182201;0.182201;Services;;
2020;France;Grand Est;Electricity;37761000;37761;0.037761;Services;;
2020;France;Grand Est;Electricity;45652000;45652;0.045652;Services;;
2020;France;Grand Est;Electricity;986000;986;0.000986;Services;;
2020;France;Grand Est;Electricity;20777000;20777;0.020777;Services;;
2020;France;Grand Est;Electricity;28877000;28877;0.028877;Services;;
2020;France;Grand Est;Electricity;9577000;9577;0.009577;Services;;
2020;France;Grand Est;Electricity;265000;265;0.000265;Services;;
2020;France;Grand Est;Electricity;175000;175;0.000175;Services;;
2020;France;Grand Est;Electricity;46000;46;4.6E-5;Services;;
2020;France;Grand Est;Electricity;15106000;15106;0.015106;Services;;
2020;France;Grand Est;Electricity;101094000;101094;0.101094;Services;;
2020;France;Grand Est;Electricity;20815000;20815;0.020815;Services;;
2020;France;Grand Est;Electricity;3000;3;3.0E-6;Services;;
2020;France;Grand Est;Electricity;19328000;19328;0.019328;Agriculture;;
2020;France;Auvergne-Rhône-Alpes;Electricity;13528000;13528;0.013528;Industry;;
2020;France;Bourgogne-Franche-Comté;Electricity;22037000;22037;0.022037;Households;;
2020;France;Centre-Val de Loire;Electricity;5630151;5630;0.005630151;Agriculture;;
2020;France;Centre-Val de Loire;Electricity;149027;149;0.000149027;Industry;;
2020;France;Centre-Val de Loire;Electricity;1414375;1414;0.001414375;Industry;;
2020;France;Centre-Val de Loire;Electricity;22521114;22521;0.022521114;Industry;;
2020;France;Centre-Val de Loire;Electricity;742229;742;0.000742229;Services;;
2020;France;Centre-Val de Loire;Electricity;4388176;4388;0.004388176;Services;;
2020;France;Centre-Val de Loire;Electricity;14625965;14626;0.014625965;Services;;
2020;France;Centre-Val de Loire;Electricity;939348;939;0.000939348;Services;;
2020;France;Centre-Val de Loire;Electricity;3161801;3162;0.003161801;Services;;
2020;France;Centre-Val de Loire;Electricity;1215596;1216;0.001215596;Services;;
2020;France;Centre-Val de Loire;Electricity;164069;164;0.000164069;Services;;
2020;France;Centre-Val de Loire;Electricity;730442;730;0.000730442;Services;;
2020;France;Centre-Val de Loire;Electricity;23009807;23010;0.023009807;Services;;
2020;France;Centre-Val de Loire;Electricity;2181483;2181;0.002181483;Services;;
2020;France;Centre-Val de Loire;Electricity;2558236;2558;0.002558236;Services;;
2020;France;Centre-Val de Loire;Electricity;635379;635;0.000635379;Services;;
2020;France;Centre-Val de Loire;Electricity;1425301;1425;0.001425301;Services;;
2020;France;Centre-Val de Loire;Electricity;3580939;3581;0.003580939;Services;;
2020;France;Centre-Val de Loire;Electricity;197742;198;0.000197742;Services;;
2020;France;Centre-Val de Loire;Electricity;1953468;1953;0.001953468;Agriculture;;
2020;France;Grand Est;Electricity;31025;31;3.1025E-5;Agriculture;;
2020;France;Grand Est;Electricity;46076;46;4.6076E-5;Industry;;
2020;France;Grand Est;Electricity;1180551;1181;0.001180551;Industry;;
2020;France;Grand Est;Electricity;4303089;4303;0.004303089;Industry;;
2020;France;Grand Est;Electricity;2664481;2664;0.002664481;Industry;;
2020;France;Grand Est;Electricity;53836432;53836;0.053836432;Industry;;
2020;France;Grand Est;Electricity;6955467;6955;0.006955467;Industry;;
2020;France;Grand Est;Electricity;11796745;11797;0.011796745;Services;;
2020;France;Grand Est;Electricity;9049233;9049;0.009049233;Services;;
2020;France;Grand Est;Electricity;9003525;9004;0.009003525;Services;;
2020;France;Grand Est;Electricity;24372260;24372;0.02437226;Services;;
2020;France;Grand Est;Electricity;92717687;92718;0.092717687;Services;;
2020;France;Grand Est;Electricity;5532762;5533;0.005532762;Services;;
2020;France;Grand Est;Electricity;19535728;19536;0.019535728;Services;;
2020;France;Grand Est;Electricity;25440223;25440;0.025440223;Services;;
2020;France;Grand Est;Electricity;8116480;8116;0.00811648;Services;;
2020;France;Grand Est;Electricity;829707;830;0.000829707;Services;;
2020;France;Grand Est;Electricity;587578;588;0.000587578;Services;;
2020;France;Grand Est;Electricity;767721;768;0.000767721;Services;;
2020;France;Grand Est;Electricity;716886;717;0.000716886;Services;;
2020;France;Grand Est;Electricity;66051;66;6.6051E-5;Services;;
2020;France;Grand Est;Electricity;2421208;2421;0.002421208;Services;;
2020;France;Grand Est;Electricity;23649127;23649;0.023649127;Services;;
2020;France;Grand Est;Electricity;3398172;3398;0.003398172;Services;;
2020;France;Grand Est;Electricity;2308803;2309;0.002308803;Services;;
2020;France;Grand Est;Electricity;6633692;6634;0.006633692;Industry;;
2020;France;Grand Est;Electricity;553105287;553105;0.553105287;Households;;
2020;France;Grand Est;Electricity;612306;612;0.000612306;Agriculture;;
2020;France;Grand Est;Electricity;12395326;12395;0.012395326;Services;;
2020;France;Grand Est;Electricity;64910592;64911;0.064910592;Households;;
2020;France;Grand Est;Electricity;106366;106;0.000106366;Industry;;
2020;France;Grand Est;Electricity;101389621;101390;0.101389621;Industry;;
2020;France;Grand Est;Electricity;10904708;10905;0.010904708;Industry;;
2020;France;Grand Est;Electricity;1188370;1188;0.00118837;Industry;;
2020;France;Grand Est;Electricity;1163238;1163;0.001163238;Industry;;
2020;France;Grand Est;Electricity;2310842;2311;0.002310842;Industry;;
2020;France;Grand Est;Electricity;675695;676;0.000675695;Industry;;
2020;France;Grand Est;Electricity;871746;872;0.000871746;Industry;;
2020;France;Grand Est;Electricity;2697739;2698;0.002697739;Services;;
2020;France;Grand Est;Electricity;6074481;6074;0.006074481;Services;;
2020;France;Grand Est;Electricity;8112873;8113;0.008112873;Services;;
2020;France;Grand Est;Electricity;13343369;13343;0.013343369;Services;;
2020;France;Grand Est;Electricity;3305758;3306;0.003305758;Services;;
2020;France;Grand Est;Electricity;2610287;2610;0.002610287;Services;;
2020;France;Grand Est;Electricity;3213;3;3.213E-6;Services;;
2020;France;Grand Est;Electricity;2376280;2376;0.00237628;Services;;
2020;France;Grand Est;Electricity;155673;156;0.000155673;Services;;
2020;France;Grand Est;Electricity;1173573;1174;0.001173573;Services;;
2020;France;Grand Est;Electricity;102796;103;0.000102796;Services;;
2020;France;Grand Est;Electricity;1614065;1614;0.001614065;Services;;
2020;France;Grand Est;Electricity;2038032;2038;0.002038032;Services;;
2020;France;Grand Est;Electricity;161531;162;0.000161531;Services;;
2020;France;Grand Est;Electricity;542264;542;0.000542264;Services;;
2020;France;Grand Est;Electricity;717976;718;0.000717976;Services;;
2020;France;Grand Est;Electricity;33480393;33480;0.033480393;Services;;
2020;France;Grand Est;Gas;628000;628;0.000628;Agriculture;;
2020;France;Occitanie;Gas;31625266;31625;0.031625266;Households;;
2020;France;Grand Est;Gas;6958364.74;6958;0.00695836474;Services;;
2020;France;Grand Est;Gas;58621426.92;58621;0.05862142692;Services;;
2020;France;Grand Est;Gas;2164914.88;2165;0.00216491488;Services;;
2020;France;Grand Est;Gas;313869.24;314;0.00031386924;Services;;
2020;France;Grand Est;Gas;221430634.9;221431;0.2214306349;Services;;
2020;France;Grand Est;Gas;6851017.85;6851;0.00685101785;Services;;
